Name,Ticker,<date>,<open>,<high>,<low>,<close>,<vol>
Avita Medical Ltd,RCEL,20200911,26,26.32,25.77,26.21,96000
Rent-A-Center Inc,RCII,20200911,29.9,30.15,29,29.35,455000
Rocket Pharmaceuticals Inc,RCKT,20200911,23.72,24.08,22.6,23.08,142200
Rocky Brands Inc,RCKY,20200911,25.66,26.41,25.61,25.68,33600
R1 Rcm Inc,RCM,20200911,16.16,16.405,15.85,16.17,1053900
R C M Tech Inc,RCMT,20200911,1.4,1.43,1.4,1.41,12600
Recon Technology Ltd,RCON,20200911,0.8385,0.85,0.804,0.838,50200
Radcom Ltd,RDCM,20200911,9.42,9.43,9.17,9.35,10600
Redfin Corp,RDFN,20200911,51.53,52.5,47.61,48.36,1507900
Redhill Biophrma ADR,RDHL,20200911,10.62,10.8949,9.78,9.95,663400
Reading Intl Cl A,RDI,20200911,4.01,4.01,3.8,3.82,47200
Radnet Inc,RDNT,20200911,15.73,15.73,15.34,15.66,135200
Radius Health,RDUS,20200911,11.63,11.64,11.0099,11.47,1056600
Red Violet Inc,RDVT,20200911,19.48,20.092,18.55,18.7,46400
Rising Dividend Achievers ETF FT,RDVY,20200911,32.71,32.9,32.43,32.72,114000
Radware Ltd,RDWR,20200911,24.55,24.73,24.35,24.4,136500
The Realreal Inc,REAL,20200911,15.43,15.59,14.97,15.05,1367000
Rise Education Cayman Ltd ADR,REDU,20200911,5.38,5.54,5.2126,5.38,63100
Reeds Inc,REED,20200911,0.93,0.97,0.925,0.9436,87900
Research Frontiers,REFR,20200911,2.69,2.85,2.42,2.53,191400
Regency Centers Corp,REG,20200911,39.23,39.435,37.88,38.6,1300100
Renewable Energy,REGI,20200911,41.84,42.31,40.555,41.25,522700
Regeneron Pharmaceuticals,REGN,20200911,551.79,561.325,540,544.75,814100
Rekor Systems Inc,REKR,20200911,6.43,6.53,6.25,6.25,2848400
Richardson Electrncs,RELL,20200911,4.435,4.444,4.18,4.19,12600
Reliv Intl Inc,RELV,20200911,3.31,3.31,3.31,3.31,300
Recro Pharma Inc,REPH,20200911,2.2,2.2,2.12,2.15,156400
Replimune Group Inc,REPL,20200911,26.07,27.23,24.23,24.4,931200
Resonant Inc,RESN,20200911,2.37,2.395,2.26,2.33,623100
Reata Pharma,RETA,20200911,101.28,102,96.51,99.09,259600
Reto Eco-Solutions Inc,RETO,20200911,0.5,0.508,0.43,0.47,462100
Rexahn Pharmaceuticals,REXN,20200911,1.83,1.8882,1.8279,1.83,5000
Reynolds Consumer Products Inc,REYN,20200911,32.43,32.85,32.28,32.55,276100
Riverfront Dyn Asia Pacific ETF FT,RFAP,20200911,49.46,49.569,49.46,49.569,200
Riverfront Dyn Developed Intl ETF FT,RFDI,20200911,56.76,56.8709,56.55,56.7945,5300
Riverfront Dyn Emerging Markets ETF FT,RFEM,20200911,61.22,61.22,60.72,60.72,5000
Riverfront Dyn Europe ETF FT,RFEU,20200911,59.37,59.37,59.12,59.275,1300
RF Industries Ltd,RFIL,20200911,4.1,4.3,4.05,4.3,76100
Rgc Resources Inc,RGCO,20200911,23.53,23.65,23.46,23.47,6800
Repligen Cp,RGEN,20200911,147.49,148.915,143.9,144.66,200900
Royal Gold Inc,RGLD,20200911,131.69,133.43,130.05,130.45,287600
Regulus Therapeutics,RGLS,20200911,0.51,0.53,0.4851,0.5198,240800
Regenxbio Inc,RGNX,20200911,27.77,28.18,26.3378,27.01,345700
Resources Connection Inc.,RGP,20200911,11.49,11.49,11.15,11.29,110900
Ricebran Technologie,RIBT,20200911,0.4352,0.44,0.4152,0.4343,147600
RCI Hospitality Hold,RICK,20200911,20.48,20.63,20.13,20.36,88300
Rigel Pharmaceuticals,RIGL,20200911,2.36,2.3651,2.26,2.33,1771000
B. Riley Financl,RILY,20200911,26.25,26.27,25.63,26.06,227200
B. Riley Financial Inc 7.25% Senior Notes Due,RILYG,20200911,24.6228,24.6705,24.3516,24.3516,4600
B. Riley Financial Inc 7.375% Senior Notes Due,RILYH,20200911,25.135,25.145,25,25.1,2200
B. Riley Financial Inc 6.875% Senior Notes Due,RILYI,20200911,24.5484,24.5484,24.36,24.36,5200
B. Riley Financial Inc ADR,RILYL,20200911,24.5,24.5999,24.4,24.52,62400
B. Riley Financial Inc 6.375% Senior Notes Due,RILYM,20200911,23.685,23.95,23.56,23.616,191500
B. Riley Financial Inc 6.50% Senior Notes Due 2,RILYN,20200911,23.5,23.5,22.96,23.1,58800
B. Riley Financial Inc 6.75% Senior Notes Due,RILYO,20200911,24.245,24.245,24.1,24.1,2300
B. Riley Financial Inc,RILYP,20200911,23.46,23.48,23.22,23.45,14400
B. Riley Financial Inc 7.50% Senior Notes Due,RILYZ,20200911,24.8195,24.832,24.56,24.72,10300
Global Gold Miners Ishares MSCI ETF,RING,20200911,35.19,35.4106,34.4035,34.53,100100
Riot Blockchain Inc,RIOT,20200911,2.87,2.9699,2.75,2.91,2951000
Riverview Financial Corp,RIVE,20200911,7.1,7.24,7.1,7.21,50400
Arcadia Bio,RKDA,20200911,3.09,3.09,2.9105,2.95,74600
Relay Therapeutics Inc,RLAY,20200911,37.32,37.95,34.68,35.15,356200
Relmada Therapeutics Inc,RLMD,20200911,37.19,37.63,34.91,36.24,81400
Richmond Mutual Bancorp Inc,RMBI,20200911,11.25,11.25,11.11,11.15,39500
Rumbleon Inc.,RMBL,20200911,32.7,34,29.6,31.03,161400
Rambus Inc,RMBS,20200911,13.41,13.52,13.22,13.31,474700
Rocky MT Chocolate,RMCF,20200911,3.07,3.075,3.01,3.06,37600
Rimini Street Inc,RMNI,20200911,4.13,4.18,4.07,4.09,92600
The Rmr Grp A,RMR,20200911,29.48,29.57,29.04,29.04,58800
Rmr Real Estate Income Fund,RMRM,20200911,9.88,9.9895,9.83,9.98,39300
Rockwell Medical IN,RMTI,20200911,1.29,1.33,1.21,1.23,1358500
Avidity Biosciences Inc,RNA,20200911,32.16,34.96,31.31,33.49,193500
Randolph Bancorp Inc,RNDB,20200911,11.9,12.135,11.8,12,27900
First Trust Exchange-Traded Fund Vi First Trust,RNDM,20200911,48.0687,48.2815,48.0687,48.2815,400
Rignet Inc,RNET,20200911,4.6,4.74,4.53,4.54,162200
First Trust Exchange-Traded Fund Vi First Trust,RNLC,20200911,23.7617,23.9023,23.7617,23.9023,300
Renalytix Ai Plc ADR,RNLX,20200911,14.6081,14.6081,13.98,13.98,17700
First Trust Exchange-Traded Fund Vi Mid Cap US E,RNMC,20200911,19.82,19.9647,19.81,19.9647,1000
First Trust Exchange-Traded Fund Vi First Trust,RNSC,20200911,18.3574,18.4253,18.29,18.4253,800
Renasant Corp,RNST,20200911,24.15,24.33,23.8,24.07,225300
Realnetworks Inc,RNWK,20200911,1.3,1.31,1.26,1.3,69200
Construction Partners Inc Cl A,ROAD,20200911,17.9,18.12,17.63,17.77,168800
FT Nasdaq Artificial Intelligence and Robotics E,ROBT,20200911,38.4,38.439,37.97,38.1621,18300
Roth Ch Acquisition I Co.,ROCH,20200911,9.93,9.93,9.92,9.92,10800
Roth Ch Acquisition I Co.,ROCHU,20200911,10.6,10.7,10.5492,10.65,93200
Roth Ch Acquisition I Co. WT,ROCHW,20200911,1.0799,1.11,1.0788,1.08,9500
Gibraltar Ind Inc,ROCK,20200911,63.58,63.67,61.9,62.44,136300
Retail Opp Invts Cp,ROIC,20200911,10.95,10.95,10.46,10.61,1335700
Roku Inc,ROKU,20200911,160.75,161.5,152.62,155.46,5037000
RBC Bearings Incorp,ROLL,20200911,125.35,126.17,124.02,124.83,74500
Ross Stores Inc,ROST,20200911,91.16,91.38,89.1264,90.22,2264800
Realpage Inc,RP,20200911,57.1,57.8416,55.265,55.69,784900
Repay Holdings Corp Cl A,RPAY,20200911,23.65,24.03,22.42,23,2243500
Rapid7 Inc,RPD,20200911,61.5,62.14,58.5,59.98,538100
Royalty Pharma Plc Cl A,RPRX,20200911,39.56,39.99,38.54,38.56,559700
Repare Therapeutics Inc,RPTX,20200911,28.44,32.8,28.37,30.02,32600
Red River Bancshares Inc,RRBI,20200911,48.22,48.485,46.02,46.02,12700
Red Robin Gourmet Burgers Inc,RRGB,20200911,12.39,12.46,11.59,11.75,648100
Red Rock Resorts Inc,RRR,20200911,17.62,17.92,16.54,17.15,1838000
Derycz Scientific,RSSS,20200911,2.67,2.7,2.4299,2.45,206600
Retail ETF Vaneck,RTH,20200911,146.97,147.39,144.93,146.12,32200
Rattler Midstream LP Common Units,RTLR,20200911,7.04,7.29,6.89,7.01,228200
Retrophin Inc,RTRX,20200911,18.61,18.96,18.33,18.51,163200
Rubius Therapeutics Inc,RUBY,20200911,5.03,5.14,4.84,4.9,142600
Ruhnn Holding Ltd ADR,RUHN,20200911,2.73,2.93,2.67,2.88,118500
Sunrun Inc,RUN,20200911,56.41,56.9,54.55,55.88,2418700
Rush Entpr Cl A,RUSHA,20200911,48.67,49.19,48.31,48.75,77100
Rush Entpr Cl B,RUSHB,20200911,41.84,42.35,41.47,41.81,9700
Ruth's Hospitality,RUTH,20200911,11.4,11.43,10.7,11.07,1191300
Revolution Medicines Inc,RVMD,20200911,28.32,28.35,27.45,27.85,290000
Revance Therapeutics,RVNC,20200911,28.08,28.4556,27.58,28.15,370200
Riverview Bancorp,RVSB,20200911,4.13,4.14,4,4.01,61300
Rewalk Roboti Ord Sh,RWLK,20200911,1.09,1.09,1.05,1.08,59600
Rackspace Technology Inc,RXT,20200911,19.11,19.36,18.3,18.66,1999800
Ryanair Hlds Plc,RYAAY,20200911,83.76,84.765,83.5001,84.38,524900
Rhythm Pharmaceuticals Inc,RYTM,20200911,30.5,32.24,30.41,30.61,457000
Sabre Corp,SABR,20200911,7.37,7.42,6.84,6.89,5676500
Sanderson Farms IN,SAFM,20200911,126.8,126.8,120.76,122.58,179800
Safety Ins Group Inc,SAFT,20200911,69.51,70.5,69.32,69.78,61400
Sage Therapeutic Com,SAGE,20200911,55.98,58.13,54.7,55.73,1271200
Saia Inc,SAIA,20200911,132.88,134.8,131.01,131.98,103900
Salisbury Bancorp,SAL,20200911,34.71,35.31,34.71,34.85,1700
Salem Media Grp Inc,SALM,20200911,0.94,1.35,0.93,1.275,9836300
Schultze Special Purpose Acquisition Corp,SAMA,20200911,10.18,10.2399,10.17,10.19,195500
Schultze Special Purpose Acquisition Corp WT,SAMAW,20200911,0.655,0.67,0.61,0.6455,72300
Silvercrest Ast Cm A,SAMG,20200911,11.3901,11.7299,11.12,11.28,29400
Sanmina Corp,SANM,20200911,26.47,27,26.3,26.42,356300
S&W Seed Company,SANW,20200911,2.78,3,2.77,2.93,104500
Software Acquisition Group Inc Cl A,SAQN,20200911,10.05,10.0599,9.98,9.99,872100
Software Acquisition Group Inc,SAQNU,20200911,10.6,10.6,10.59,10.59,250700
Software Acquisition Group Inc WT,SAQNW,20200911,1.25,1.25,1.05,1.06,334000
Sandy Spring Bancorp,SASR,20200911,22.97,23.295,22.6,23.23,131500
Echostar Corp,SATS,20200911,27.69,27.96,27.51,27.88,171100
Cassava Sciences Inc,SAVA,20200911,3.16,3.4,3.14,3.32,2582000
SBA Communications,SBAC,20200911,304.17,307.26,302.89,304.57,344800
Strongbridge Bio Ord,SBBP,20200911,2.7,2.76,2.53,2.55,418300
Seacoast Banking Cp,SBCF,20200911,18.89,18.9,18.55,18.66,157300
Sb Financial Group,SBFG,20200911,14.49,14.58,13.53,13.53,16800
Sinclair Brdcst A,SBGI,20200911,20.13,20.13,19.62,19.94,509900
Star Bulk Carriers,SBLK,20200911,6.7,6.79,6.53,6.64,360900
Star Bulk Carriers Corp 8.30% Senior Notes Due,SBLKZ,20200911,25.1,25.2,25.06,25.06,1000
Signature Bank,SBNY,20200911,92.19,93.55,91.25,93.24,523000
Spring Bank Ph CS,SBPH,20200911,1.38,1.42,1.3471,1.38,15900
Sabra REIT,SBRA,20200911,15.4,15.4,15.1,15.21,1380700
Southside Bancshares,SBSI,20200911,26.32,26.33,25.91,26.1,64300
Sterling Bancorp Inc [Southfield Mi],SBT,20200911,3.06,3.06,3,3,38700
Starbucks Corp,SBUX,20200911,84.95,85.85,84.15,85.27,7103200
Scholastic Cp,SCHL,20200911,22.9,23.12,22.3,22.42,174500
Schnitzer Steel A,SCHN,20200911,20.24,20.49,19.875,19.94,317000
Socket Mobile,SCKT,20200911,1.25,1.29,1.25,1.26,19800
Superconductor Tech,SCON,20200911,2.63,2.6506,2.33,2.55,836100
Comscore Inc,SCOR,20200911,2.35,2.58,2.3,2.34,357700
SC Pharmaceuticals Inc,SCPH,20200911,8.01,8.01,7.45,7.47,69700
Sciplay Corp Cl A,SCPL,20200911,12.98,13.3,12.87,12.94,573400
Scansource Inc,SCSC,20200911,18.57,18.85,18.44,18.64,90100
Shoe Carnival Inc,SCVL,20200911,37.15,37.15,35.71,36.39,257500
Secureworks Corp CS,SCWX,20200911,12.16,12.28,11.56,11.88,104000
Scynexis Inc,SCYX,20200911,5.28,5.35,5.06,5.16,31700
EAFE Small-Cap Ishares MSCI ETF,SCZ,20200911,58.77,58.83,58.33,58.59,1715400
Smiledirectclub Inc,SDC,20200911,11.43,11.615,10.48,10.72,7045100
Ishares MSCI Global Impact ETF,SDG,20200911,80.03,80.31,79.5901,79.85,7200
Schrodinger Inc,SDGR,20200911,54.49,55.84,53.4503,53.96,694900
FT Smid Cap Rising Dividend Achievers ETF,SDVY,20200911,18.42,18.432,18.3475,18.432,300
Sea Change Intl IN,SEAC,20200911,1.01,1.05,0.99,0.9924,306800
Secoo Holding ADR,SECO,20200911,2.27,2.27,2.21,2.22,59000
Solaredge Tech,SEDG,20200911,188.75,191.19,181.01,183.96,655900
Origin Agritech Ltd,SEED,20200911,8.06,8.4,7.78,7.97,33900
Seelos Therapeutics Inc,SEEL,20200911,0.6579,0.662,0.605,0.64,1229200
Sei Investments Company,SEIC,20200911,50.3,50.36,49.98,50.07,557900
Selecta Biosciences,SELB,20200911,2.42,2.495,2.38,2.39,625600
Global Self Storage,SELF,20200911,4.03,4.05,4.03,4.03,12700
Seneca Foods Cp A,SENEA,20200911,38.11,38.93,37.25,38.8,58400
Sesen Bio Inc,SESN,20200911,1.02,1.03,0.98,1,536200
Sound Financial,SFBC,20200911,28.7002,28.7002,28.3424,28.3424,300
Servisfirst Bancs,SFBS,20200911,35.69,35.69,35.07,35.41,128300
Safe-T Group Ltd ADR,SFET,20200911,1.05,1.09,1.0499,1.07,401400
Stitch Fix Inc,SFIX,20200911,28.24,28.33,26.3,26.95,2725100
Sprouts Farmers Mark,SFM,20200911,21.49,21.98,21.16,21.62,2271400
Simmons First Natl,SFNC,20200911,16.38,16.61,16.16,16.44,469200
Southern First Bancs,SFST,20200911,24.71,24.8,24.525,24.72,13200
Sirius International Insurance Group,SG,20200911,11.46,11.46,11.46,11.46,1100
Saga Communications,SGA,20200911,22.5,22.685,22.5,22.5,3300
Sg Blocks Inc,SGBX,20200911,1.73,1.92,1.72,1.89,440800
Superior Uniform Group,SGC,20200911,23.34,23.51,21.84,22.35,57400
Seattle Genetics Inc,SGEN,20200911,147.57,150.52,146.97,149.97,888300
Smart Global Holdings Inc,SGH,20200911,24.04,24.55,23.85,24.03,158900
Sigma Labs Inc,SGLB,20200911,2.17,2.22,2.0697,2.1,100900
Sigma Labs Inc WT,SGLBW,20200911,0.1401,0.1401,0.1401,0.1401,500
Sigmatron Intl Inc,SGMA,20200911,3.02,3.1,3.02,3.07,12200
Sangamo Therapeutics,SGMO,20200911,10.28,10.47,9.92,10.095,1396200
Scientific Games,SGMS,20200911,19.41,19.45,18.37,18.97,551900
Sgoco Group Ltd,SGOC,20200911,0.882,0.89,0.85,0.85,5700
Spar Group Inc,SGRP,20200911,0.7899,0.7998,0.716,0.7378,96100
Surgery Partners CS,SGRY,20200911,21.58,21.9799,20.89,21.56,374000
Shore Bancshares Inc,SHBI,20200911,10.55,10.94,10.445,10.56,50000
Shenandoah Telecom,SHEN,20200911,54.15,54.7,51.8,52.05,145800
Seanergy Maritime Hl,SHIP,20200911,0.42,0.4339,0.402,0.404,6185900
Seanergy Maritime Holdings Corp Cl A WT,SHIPW,20200911,0.0133,0.019,0.013,0.0162,163500
Seanergy Maritime Holdings Corp Cl B WT,SHIPZ,20200911,0.0339,0.0339,0.0251,0.0251,24900
Steven Maddens Ltd,SHOO,20200911,20.5,20.6,19.65,19.915,594600
Sharpspring Inc,SHSP,20200911,9.82,10.196,9.55,9.96,43400
Short Treasury Bond Ishares ETF,SHV,20200911,110.7,110.71,110.7,110.7,4009300
1-3 Year Treasury Bond Ishares ETF,SHY,20200911,86.48,86.51,86.48,86.49,2109700
The Shyft Group Inc.,SHYF,20200911,19.67,19.82,19.23,19.39,116400
Si-Bone Inc,SIBN,20200911,21.81,22.06,21.64,21.9,171600
Select Interior Concepts Inc Cl A,SIC,20200911,6.48,7.24,6.35,6.95,183600
Siebert Fin Cp,SIEB,20200911,3.56,3.61,3.45,3.56,12700
Sientra Inc,SIEN,20200911,3.53,3.59,3.32,3.38,412200
Sify Techs Ltd Ads,SIFY,20200911,1.07,1.081,1.03,1.05,53800
Siga Technologies Inc,SIGA,20200911,6.49,6.56,6.41,6.45,235600
Selective Ins Group,SIGI,20200911,56.39,56.39,54.635,54.85,310800
Silicom Ltd,SILC,20200911,33.215,33.58,33.15,33.345,3500
Silk Road Medical Inc,SILK,20200911,61.97,61.98,60.04,61.31,367500
Silicon Motion Techn,SIMO,20200911,35.92,36.125,35.45,35.57,117200
Sina Corp,SINA,20200911,40.05,40.45,39.81,39.89,671200
Sino-Global Shipping,SINO,20200911,1.64,1.64,1.53,1.59,19300
Sintx Technologies Inc,SINT,20200911,1.73,1.76,1.67,1.72,1198200
Sirius XM Holdings,SIRI,20200911,5.59,5.615,5.45,5.48,26112800
Sitime Corp,SITM,20200911,66.05,68.06,63.8,63.98,163800
Svb Financial Group,SIVB,20200911,250.16,251.03,244.3,248.59,313100
Svb Financial Group 5.25% Prf Perpetual USD 25 1,SIVBP,20200911,26.56,26.67,26.3001,26.67,31800
Scienjoy Holding Corp.,SJ,20200911,5.78,5.95,5.75,5.95,1700
Flexshares Credit Scored US Corp Bond,SKOR,20200911,54.93,54.94,54.92,54.935,2400
Sky Solar Holdings,SKYS,20200911,6.12,6.206,5.8,5.82,81300
Skywest Inc,SKYW,20200911,33.7,34.98,33.53,34.66,803700
Cloud Computing ETF FT,SKYY,20200911,77.82,78,75.1601,76.07,542400
Silicon Labs Inc,SLAB,20200911,96.79,97.395,94.62,95.05,166600
Select Bancorp Inc,SLCT,20200911,7.41,7.4971,7.31,7.37,32900
Solid Biosciences Inc,SLDB,20200911,2.27,2.33,2.22,2.25,61300
Super League Gaming Inc,SLGG,20200911,2.02,2.025,1.87,1.91,430200
Sol-Gel Technologies Ltd,SLGL,20200911,7.79,7.8,7,7.58,69800
Silgan Holdings,SLGN,20200911,36.76,37.48,36.6,37.19,436600
SLM Corp,SLM,20200911,7.53,7.53,7.37,7.45,4103300
SLM Cp Srs B Pfd,SLMBP,20200911,32.85,33.005,32.38,32.38,1600
Silence Therapeutics Plc ADR,SLN,20200911,19.5,20,19.5,19.5,1700
Soleno Therapeutics Inc,SLNO,20200911,2.03,2.12,1.99,2.01,354200
Simulations Plus Inc,SLP,20200911,66.5,67.63,61.77,62.83,220800
0-5 Year Invst Grade Corp Bond Ishares ETF,SLQD,20200911,52.16,52.17,52.15,52.16,124200
Solar Capital,SLRC,20200911,16.64,16.76,16.43,16.65,108200
Salarius Pharmaceuticals Inc,SLRX,20200911,0.88,0.91,0.8184,0.8432,164600
Sellas Life Sciences Group Inc,SLS,20200911,1.98,1.9999,1.86,1.93,94100
CS X-Links Silver Share,SLVO,20200911,7.26,7.26,7.17,7.18,73000
Southern MO Bancorp,SMBC,20200911,23.56,23.57,22.86,23.3,6700
Smartfinancial Inc,SMBK,20200911,13.64,13.925,13.54,13.76,12900
Super Micro Computer,SMCI,20200911,25.7,25.84,25.3,25.66,209800
Alphamark Actmg Smallcap ETF,SMCP,20200911,21.27,21.296,21.27,21.296,1000
Sharps Compliance,SMED,20200911,7.62,7.62,7.24,7.3,104800
Semiconductor Vaneck ETF,SMH,20200911,167.8,169.37,164.47,166.06,2389900
Schmitt Inds Inc,SMIT,20200911,5.35,5.35,5.23,5.23,19600
South Mountain Merger Corp Cl A,SMMC,20200911,10.52,10.55,10.52,10.55,209800
South Mountain Merger Corp WT,SMMCW,20200911,1.5,1.52,1.475,1.475,27800
Summit Financial Gp,SMMF,20200911,15.43,15.555,15.37,15.37,7000
Summit Therapeu ADR,SMMT,20200911,3.36,3.36,3.25,3.26,16700
The Simply Good Foods Company,SMPL,20200911,23.14,23.14,22.36,22.68,374900
Smith Micro Software,SMSI,20200911,3.74,3.765,3.63,3.67,220100
Semtech Corp,SMTC,20200911,55.62,56.45,55.145,55.96,515500
Smtc Corp,SMTX,20200911,3.6,3.7467,3.56,3.66,93700
Sun Biopharma Inc,SNBP,20200911,2.8,2.96,2.75,2.95,35000
Sleep Number Corp,SNBR,20200911,44.43,46.59,43.88,44.79,402800
Seneca Biopharm Inc.,SNCA,20200911,0.6016,0.61,0.5737,0.587,155000
Synchronoss Technolo,SNCR,20200911,3.97,4,3.61,3.74,459700
Smart Sand Inc,SND,20200911,1.24,1.25,1.2,1.21,60200
Sundance Energy Australia Ltd,SNDE,20200911,1.86,1.98,1.81,1.85,180900
Sundial Growers Inc,SNDL,20200911,0.291,0.3019,0.291,0.2985,2880800
Syndax Pharma,SNDX,20200911,16.13,16.75,15.94,16.1,410800
Senestech Inc,SNES,20200911,1.62,1.66,1.56,1.61,52800
Stonex Group Inc.,SNEX,20200911,52.75,53.85,52.635,52.88,49000
Security Natl Finl,SNFCA,20200911,6.54,6.54,6.4001,6.43,73400
Soligenix Inc,SNGX,20200911,1.95,2.05,1.87,1.9,189900
Soligenix Inc WT,SNGXW,20200911,0.599,0.62,0.599,0.62,400
Pyxis/Iboxx Senior Loan ETF,SNLN,20200911,16.06,16.09,16,16.09,7600
Sonoma Pharmaceuticals Inc,SNOA,20200911,7.17,7.17,6.92,7.09,28200
Synopsys Inc,SNPS,20200911,205.55,207.055,198.5201,200.24,752600
G-X Internet of Things Thematic ETF,SNSR,20200911,26.44,26.63,26.2,26.34,48200
Sunesis Pharmaceutic,SNSS,20200911,1.35,1.3616,1.23,1.25,1208100
Merlyn.Ai Tactical Growth & Income ETF,SNUG,20200911,26.185,26.185,26.1023,26.1023,500
Sanofi-Aventis S.A.,SNY,20200911,51.72,52.06,51.53,51.88,998800
G-X Social Media ETF,SOCL,20200911,47.72,48,46.93,47.51,31400
Sotherly Hotels,SOHO,20200911,1.81,1.89,1.8,1.85,61400
Sotherly Hotels Inc 8.0% Series B Cumulative Re,SOHOB,20200911,5.97,6.08,5.49,5.94,4700
Sotherly Hotels Inc Perp Pfd Ser D,SOHON,20200911,5.91,6.05,5.62,5.87,13200
Sotherly Hotels LP,SOHOO,20200911,5.5,5.98,5.4,5.76,9000
Sohu.com Inc,SOHU,20200911,18.42,18.43,17.8,18.24,219300
Electrameccanica Vehs Corp,SOLO,20200911,2.62,2.62,2.5,2.57,2201500
Electrameccanica Vehicles Corp Ltd WT,SOLOW,20200911,1.27,1.27,1.02,1.09,23000
Soliton Inc,SOLY,20200911,6.55,7.25,6.4199,7.17,367400
Southern National Bk,SONA,20200911,8.95,8.95,8.66,8.84,64800
Sonim Technologies Inc,SONM,20200911,0.86,0.9067,0.8551,0.8668,299200
Sonnet Biotherapeutics Holdings Inc.,SONN,20200911,2.53,2.59,2.41,2.57,905500
Sonos Inc,SONO,20200911,12.88,13.46,12.85,13.14,2678000
PHLX Semiconductor Ishares ETF,SOXX,20200911,293.03,296.06,287.75,290.92,508100
SP Plus Corp,SP,20200911,19.08,19.15,18.245,18.26,111500
Supercom Ltd,SPCB,20200911,0.8068,0.8398,0.791,0.8188,59600
South Plains Financial Inc,SPFI,20200911,14.99,15,14.66,14.66,12300
Spi Energy Co. Ads,SPI,20200911,1.06,1.07,1,1.01,67300
Spark Energy,SPKE,20200911,8.27,8.34,8.06,8.23,129000
Spark Energy Inc,SPKEP,20200911,22.21,22.25,21.31,21.93,12000
Splunk Inc,SPLK,20200911,194.23,195.95,182.89,186.93,1957700
Seaspine Holdings,SPNE,20200911,12.57,12.68,12.09,12.16,52600
Sapiens Intl Cp NV,SPNS,20200911,30.92,31.19,29.8144,30.07,147300
Spok Holdings Inc,SPOK,20200911,10.03,10.16,9.97,10.06,52100
Spectrum Pharma Inc,SPPI,20200911,4.01,4.03,3.92,3.93,1437700
Siren Large Cap Blend Index ETF,SPQQ,20200911,27.06,27.17,26.86,26.9665,7000
Spero Therapeutics Inc,SPRO,20200911,9.94,10.35,9.805,9.91,2609200
Support.com Inc,SPRT,20200911,1.99,2.0658,1.91,1.9713,55600
Sps Commerce Inc,SPSC,20200911,75.54,76.48,73.16,74.27,164700
Sprout Social Inc Cl A,SPT,20200911,33.17,33.76,31.88,32.31,331900
Spartannash Company,SPTN,20200911,17.19,17.65,16.9,17.16,588400
Sportsman's Wareh,SPWH,20200911,13.72,14.01,13.26,13.3,1046000
Sunpower Corp,SPWR,20200911,10.99,11.375,10.45,10.64,5111700
Sequential Brands,SQBG,20200911,5.67,5.67,5.36,5.37,19700
Legg Small-Cap Quality Value ETF,SQLV,20200911,22.95,22.95,22.8631,22.8631,100
Ultrapro Short QQQ Proshares,SQQQ,20200911,25.44,27.6,25.195,26.56,120581300
Social Reality Inc,SRAX,20200911,2.84,2.99,2.81,2.9,70700
1st Source Corp,SRCE,20200911,33.02,33.09,32.56,32.61,44800
Stericycle Inc,SRCL,20200911,61.57,62.23,60.8,61.26,389400
Surmodics Inc,SRDX,20200911,39.9,39.94,38.48,38.72,29300
G-X Super Dividend REIT ETF,SRET,20200911,7.9,7.905,7.76,7.83,307700
Servicesrce Intl Inc,SREV,20200911,1.46,1.49,1.41,1.46,93100
Surgalign Hldg Inc.,SRGA,20200911,1.99,2.02,1.9199,1.97,310300
Sorrento Therpt,SRNE,20200911,6.19,6.61,6.1,6.32,13021000
Sarepta Therapeutics,SRPT,20200911,129.24,131.16,127.61,130.68,804000
Sierra Oncology Inc,SRRA,20200911,11.3,11.455,10.548,10.58,40500
Scholar Rock Holding Corp,SRRK,20200911,15.37,15.66,15.36,15.54,129700
Sensus Healthcare Inc,SRTS,20200911,2.83,2.83,2.75,2.75,11700
South State Cp,SSB,20200911,51.93,52.71,51.55,52.22,309600
Summit State Bank,SSBI,20200911,10.07,10.07,10.07,10.07,200
Strata Skin Scien,SSKN,20200911,1.44,1.55,1.4102,1.45,16500
SS&C Technologies,SSNC,20200911,59.92,60.16,59.3,60.1,1240300
Silversun Technologies Inc Cl A,SSNT,20200911,2.54,2.544,2.31,2.35,70100
E.W. Scripps Company,SSP,20200911,11.15,11.3487,10.71,11.06,262900
Silver Spike Acquisition Corp Cl A,SSPK,20200911,10.08,10.09,10.0701,10.0701,5500
Silver Spike Acquisition Corp WT,SSPKW,20200911,0.62,0.65,0.5973,0.5973,11400
Silver Standard Resources Inc,SSRM,20200911,20.93,21.6,20.57,20.59,1835100
Sutter Rock Capital Corp,SSSS,20200911,12.3,12.43,11.39,11.95,650200
Shotspotter Inc,SSTI,20200911,29.61,29.86,28.69,29.01,62000
Stratasys Ltd,SSYS,20200911,14.5,14.65,14.17,14.31,422700
Staar Surgical Company,STAA,20200911,52.02,52.97,50.5,51,363000
Staffing 360 Solutions Inc,STAF,20200911,0.5991,0.5991,0.57,0.5825,16000
Extended Stay America Inc,STAY,20200911,12.26,12.45,11.69,12.42,4257500
S&T Bancorp Inc,STBA,20200911,19.35,19.78,19.07,19.28,110900
Steel Connect Inc,STCN,20200911,0.5945,0.6196,0.56,0.5851,100300
